clip_dir,label,video_id,center_frame,clip_start,clip_end,clip_length,punch_type,split
data/processed/clips/hook_V5_001834_v001153,1,V5.mp4,1834,1826,1837,12,hook,train
data/processed/clips/straight_V5_001983_v001154,0,V5.mp4,1983,1975,1986,12,straight,train
data/processed/clips/straight_V5_002079_v001155,0,V5.mp4,2079,2071,2082,12,straight,train
data/processed/clips/uppercut_V5_002088_v001156,2,V5.mp4,2088,2080,2091,12,uppercut,train
data/processed/clips/uppercut_V5_002096_v001157,2,V5.mp4,2096,2088,2099,12,uppercut,train
data/processed/clips/straight_V5_002103_v001158,0,V5.mp4,2103,2095,2106,12,straight,train
data/processed/clips/uppercut_V5_002152_v001159,2,V5.mp4,2152,2144,2155,12,uppercut,train
data/processed/clips/uppercut_V5_002158_v001160,2,V5.mp4,2158,2150,2161,12,uppercut,train
data/processed/clips/uppercut_V5_002234_v001161,2,V5.mp4,2234,2226,2237,12,uppercut,train
data/processed/clips/uppercut_V5_002240_v001162,2,V5.mp4,2240,2232,2243,12,uppercut,train
data/processed/clips/straight_V5_002248_v001163,0,V5.mp4,2248,2240,2251,12,straight,train
data/processed/clips/uppercut_V5_002282_v001164,2,V5.mp4,2282,2274,2285,12,uppercut,train
data/processed/clips/uppercut_V5_002289_v001165,2,V5.mp4,2289,2281,2292,12,uppercut,train
data/processed/clips/uppercut_V5_002344_v001166,2,V5.mp4,2344,2336,2347,12,uppercut,train
data/processed/clips/uppercut_V5_002352_v001167,2,V5.mp4,2352,2344,2355,12,uppercut,train
data/processed/clips/uppercut_V5_002421_v001168,2,V5.mp4,2421,2413,2424,12,uppercut,train
data/processed/clips/uppercut_V5_002427_v001169,2,V5.mp4,2427,2419,2430,12,uppercut,train
data/processed/clips/uppercut_V5_002455_v001170,2,V5.mp4,2455,2447,2458,12,uppercut,train
data/processed/clips/uppercut_V5_002461_v001171,2,V5.mp4,2461,2453,2464,12,uppercut,train
data/processed/clips/straight_V5_002467_v001172,0,V5.mp4,2467,2459,2470,12,straight,train
data/processed/clips/uppercut_V5_002517_v001173,2,V5.mp4,2517,2509,2520,12,uppercut,train
data/processed/clips/uppercut_V5_002564_v001174,2,V5.mp4,2564,2556,2567,12,uppercut,train
data/processed/clips/straight_V5_002596_v001175,0,V5.mp4,2596,2588,2599,12,straight,train
data/processed/clips/uppercut_V5_002606_v001176,2,V5.mp4,2606,2598,2609,12,uppercut,train
data/processed/clips/uppercut_V5_002652_v001177,2,V5.mp4,2652,2644,2655,12,uppercut,train
data/processed/clips/uppercut_V5_002686_v001178,2,V5.mp4,2686,2678,2689,12,uppercut,train
data/processed/clips/uppercut_V5_002742_v001179,2,V5.mp4,2742,2734,2745,12,uppercut,train
data/processed/clips/uppercut_V5_002785_v001180,2,V5.mp4,2785,2777,2788,12,uppercut,train
data/processed/clips/uppercut_V5_002839_v001181,2,V5.mp4,2839,2831,2842,12,uppercut,train
data/processed/clips/uppercut_V5_002869_v001182,2,V5.mp4,2869,2861,2872,12,uppercut,train
data/processed/clips/straight_V5_003059_v001183,0,V5.mp4,3059,3051,3062,12,straight,train
data/processed/clips/straight_V5_003099_v001184,0,V5.mp4,3099,3091,3102,12,straight,train
data/processed/clips/straight_V5_003163_v001185,0,V5.mp4,3163,3155,3166,12,straight,train
data/processed/clips/straight_V5_003171_v001186,0,V5.mp4,3171,3163,3174,12,straight,train
data/processed/clips/straight_V5_003228_v001187,0,V5.mp4,3228,3220,3231,12,straight,train
data/processed/clips/straight_V5_003300_v001188,0,V5.mp4,3300,3292,3303,12,straight,train
data/processed/clips/hook_V5_003314_v001189,1,V5.mp4,3314,3306,3317,12,hook,train
data/processed/clips/hook_V5_003465_v001190,1,V5.mp4,3465,3457,3468,12,hook,train
data/processed/clips/hook_V5_003553_v001191,1,V5.mp4,3553,3545,3556,12,hook,train
data/processed/clips/hook_V5_003648_v001192,1,V5.mp4,3648,3640,3651,12,hook,train
data/processed/clips/straight_V5_003729_v001193,0,V5.mp4,3729,3721,3732,12,straight,train
data/processed/clips/hook_V5_003738_v001194,1,V5.mp4,3738,3730,3741,12,hook,train
data/processed/clips/hook_V5_003815_v001195,1,V5.mp4,3815,3807,3818,12,hook,train
data/processed/clips/uppercut_V5_004016_v001196,2,V5.mp4,4016,4008,4019,12,uppercut,train
data/processed/clips/hook_V5_004027_v001197,1,V5.mp4,4027,4019,4030,12,hook,train
data/processed/clips/uppercut_V5_004090_v001198,2,V5.mp4,4090,4082,4093,12,uppercut,train
data/processed/clips/hook_V5_004101_v001199,1,V5.mp4,4101,4093,4104,12,hook,train
data/processed/clips/straight_V5_004154_v001200,0,V5.mp4,4154,4146,4157,12,straight,train
data/processed/clips/uppercut_V5_004166_v001201,2,V5.mp4,4166,4158,4169,12,uppercut,train
data/processed/clips/hook_V5_004177_v001202,1,V5.mp4,4177,4169,4180,12,hook,train
data/processed/clips/uppercut_V5_004221_v001203,2,V5.mp4,4221,4213,4224,12,uppercut,train
data/processed/clips/hook_V5_004230_v001204,1,V5.mp4,4230,4222,4233,12,hook,train
data/processed/clips/straight_V5_004259_v001205,0,V5.mp4,4259,4251,4262,12,straight,train
data/processed/clips/uppercut_V5_004272_v001206,2,V5.mp4,4272,4264,4275,12,uppercut,train
data/processed/clips/hook_V5_004283_v001207,1,V5.mp4,4283,4275,4286,12,hook,train
data/processed/clips/uppercut_V5_004356_v001208,2,V5.mp4,4356,4348,4359,12,uppercut,train
data/processed/clips/uppercut_V5_004412_v001209,2,V5.mp4,4412,4404,4415,12,uppercut,train
data/processed/clips/hook_V5_004421_v001210,1,V5.mp4,4421,4413,4424,12,hook,train
data/processed/clips/straight_V5_004456_v001211,0,V5.mp4,4456,4448,4459,12,straight,train
data/processed/clips/uppercut_V5_004464_v001212,2,V5.mp4,4464,4456,4467,12,uppercut,train
data/processed/clips/hook_V5_004472_v001213,1,V5.mp4,4472,4464,4475,12,hook,train
data/processed/clips/uppercut_V5_004514_v001214,2,V5.mp4,4514,4506,4517,12,uppercut,train
data/processed/clips/hook_V5_004522_v001215,1,V5.mp4,4522,4514,4525,12,hook,train
data/processed/clips/uppercut_V5_004562_v001216,2,V5.mp4,4562,4554,4565,12,uppercut,train
data/processed/clips/hook_V5_004571_v001217,1,V5.mp4,4571,4563,4574,12,hook,train
data/processed/clips/uppercut_V5_004610_v001218,2,V5.mp4,4610,4602,4613,12,uppercut,train
data/processed/clips/hook_V5_004619_v001219,1,V5.mp4,4619,4611,4622,12,hook,train
data/processed/clips/straight_V5_004646_v001220,0,V5.mp4,4646,4638,4649,12,straight,train
data/processed/clips/uppercut_V5_004658_v001221,2,V5.mp4,4658,4650,4661,12,uppercut,train
data/processed/clips/straight_V5_004782_v001222,0,V5.mp4,4782,4774,4785,12,straight,train
data/processed/clips/uppercut_V5_005000_v001223,2,V5.mp4,5000,4992,5003,12,uppercut,train
data/processed/clips/uppercut_V5_005070_v001224,2,V5.mp4,5070,5062,5073,12,uppercut,train
data/processed/clips/uppercut_V5_005139_v001225,2,V5.mp4,5139,5131,5142,12,uppercut,train
data/processed/clips/straight_V5_005157_v001226,0,V5.mp4,5157,5149,5160,12,straight,train
data/processed/clips/straight_V5_005164_v001227,0,V5.mp4,5164,5156,5167,12,straight,train
data/processed/clips/uppercut_V5_005184_v001228,2,V5.mp4,5184,5176,5187,12,uppercut,train
data/processed/clips/uppercut_V5_005228_v001229,2,V5.mp4,5228,5220,5231,12,uppercut,train
data/processed/clips/uppercut_V5_005271_v001230,2,V5.mp4,5271,5263,5274,12,uppercut,train
data/processed/clips/straight_V5_005287_v001231,0,V5.mp4,5287,5279,5290,12,straight,train
data/processed/clips/uppercut_V5_005315_v001232,2,V5.mp4,5315,5307,5318,12,uppercut,train
data/processed/clips/straight_V5_005464_v001233,0,V5.mp4,5464,5456,5467,12,straight,train
data/processed/clips/straight_V5_005488_v001234,0,V5.mp4,5488,5480,5491,12,straight,train
data/processed/clips/hook_V5_005697_v001235,1,V5.mp4,5697,5689,5700,12,hook,train
data/processed/clips/straight_V5_005830_v001236,0,V5.mp4,5830,5822,5833,12,straight,train
data/processed/clips/hook_V5_005857_v001237,1,V5.mp4,5857,5849,5860,12,hook,train
data/processed/clips/hook_V5_005920_v001238,1,V5.mp4,5920,5912,5923,12,hook,train
data/processed/clips/hook_V5_005968_v001239,1,V5.mp4,5968,5960,5971,12,hook,train
data/processed/clips/uppercut_V5_006042_v001240,2,V5.mp4,6042,6034,6045,12,uppercut,train
data/processed/clips/uppercut_V5_006107_v001241,2,V5.mp4,6107,6099,6110,12,uppercut,train
data/processed/clips/uppercut_V5_006170_v001242,2,V5.mp4,6170,6162,6173,12,uppercut,train
data/processed/clips/uppercut_V5_006230_v001243,2,V5.mp4,6230,6222,6233,12,uppercut,train
data/processed/clips/uppercut_V5_006287_v001244,2,V5.mp4,6287,6279,6290,12,uppercut,train
data/processed/clips/uppercut_V5_006334_v001245,2,V5.mp4,6334,6326,6337,12,uppercut,train
data/processed/clips/straight_V5_006648_v001246,0,V5.mp4,6648,6640,6651,12,straight,train
data/processed/clips/uppercut_V5_006722_v001247,2,V5.mp4,6722,6714,6725,12,uppercut,train
data/processed/clips/hook_V5_006730_v001248,1,V5.mp4,6730,6722,6733,12,hook,train
data/processed/clips/uppercut_V5_006761_v001249,2,V5.mp4,6761,6753,6764,12,uppercut,train
data/processed/clips/hook_V5_006770_v001250,1,V5.mp4,6770,6762,6773,12,hook,train
data/processed/clips/uppercut_V5_006828_v001251,2,V5.mp4,6828,6820,6831,12,uppercut,train
data/processed/clips/uppercut_V5_006865_v001252,2,V5.mp4,6865,6857,6868,12,uppercut,train
data/processed/clips/hook_V5_006873_v001253,1,V5.mp4,6873,6865,6876,12,hook,train
data/processed/clips/uppercut_V5_006933_v001254,2,V5.mp4,6933,6925,6936,12,uppercut,train
data/processed/clips/hook_V5_006940_v001255,1,V5.mp4,6940,6932,6943,12,hook,train
data/processed/clips/uppercut_V5_006971_v001256,2,V5.mp4,6971,6963,6974,12,uppercut,train
data/processed/clips/straight_V5_007034_v001257,0,V5.mp4,7034,7026,7037,12,straight,train
data/processed/clips/uppercut_V5_007042_v001258,2,V5.mp4,7042,7034,7045,12,uppercut,train
data/processed/clips/hook_V5_007049_v001259,1,V5.mp4,7049,7041,7052,12,hook,train
data/processed/clips/uppercut_V5_007079_v001260,2,V5.mp4,7079,7071,7082,12,uppercut,train
data/processed/clips/hook_V5_007087_v001261,1,V5.mp4,7087,7079,7090,12,hook,train
data/processed/clips/straight_V5_007139_v001262,0,V5.mp4,7139,7131,7142,12,straight,train
data/processed/clips/uppercut_V5_007146_v001263,2,V5.mp4,7146,7138,7149,12,uppercut,train
data/processed/clips/hook_V5_007154_v001264,1,V5.mp4,7154,7146,7157,12,hook,train
data/processed/clips/uppercut_V5_007187_v001265,2,V5.mp4,7187,7179,7190,12,uppercut,train
data/processed/clips/hook_V5_007193_v001266,1,V5.mp4,7193,7185,7196,12,hook,train
data/processed/clips/straight_V5_007258_v001267,0,V5.mp4,7258,7250,7261,12,straight,train
data/processed/clips/uppercut_V5_007267_v001268,2,V5.mp4,7267,7259,7270,12,uppercut,train
data/processed/clips/straight_V5_007322_v001269,0,V5.mp4,7322,7314,7325,12,straight,train
data/processed/clips/uppercut_V5_007332_v001270,2,V5.mp4,7332,7324,7335,12,uppercut,train
data/processed/clips/uppercut_V5_007450_v001271,2,V5.mp4,7450,7442,7453,12,uppercut,train
data/processed/clips/uppercut_V5_007514_v001272,2,V5.mp4,7514,7506,7517,12,uppercut,train
data/processed/clips/uppercut_V5_007547_v001273,2,V5.mp4,7547,7539,7550,12,uppercut,train
data/processed/clips/uppercut_V5_007608_v001274,2,V5.mp4,7608,7600,7611,12,uppercut,train
data/processed/clips/uppercut_V5_007617_v001275,2,V5.mp4,7617,7609,7620,12,uppercut,train
data/processed/clips/uppercut_V5_007649_v001276,2,V5.mp4,7649,7641,7652,12,uppercut,train
data/processed/clips/uppercut_V5_007658_v001277,2,V5.mp4,7658,7650,7661,12,uppercut,train
data/processed/clips/uppercut_V5_007713_v001278,2,V5.mp4,7713,7705,7716,12,uppercut,train
data/processed/clips/hook_V5_007757_v001279,1,V5.mp4,7757,7749,7760,12,hook,train
data/processed/clips/uppercut_V5_007766_v001280,2,V5.mp4,7766,7758,7769,12,uppercut,train
data/processed/clips/hook_V5_007804_v001281,1,V5.mp4,7804,7796,7807,12,hook,train
data/processed/clips/uppercut_V5_007812_v001282,2,V5.mp4,7812,7804,7815,12,uppercut,train
data/processed/clips/hook_V5_007838_v001283,1,V5.mp4,7838,7830,7841,12,hook,train
data/processed/clips/uppercut_V5_007848_v001284,2,V5.mp4,7848,7840,7851,12,uppercut,train
data/processed/clips/uppercut_V5_007876_v001285,2,V5.mp4,7876,7868,7879,12,uppercut,train
data/processed/clips/hook_V5_007896_v001286,1,V5.mp4,7896,7888,7899,12,hook,train
data/processed/clips/uppercut_V5_007904_v001287,2,V5.mp4,7904,7896,7907,12,uppercut,train
data/processed/clips/straight_V5_008319_v001288,0,V5.mp4,8319,8311,8322,12,straight,train
data/processed/clips/straight_V5_008395_v001289,0,V5.mp4,8395,8387,8398,12,straight,train
data/processed/clips/straight_V5_008711_v001290,0,V5.mp4,8711,8703,8714,12,straight,train
data/processed/clips/uppercut_V5_009087_v001291,2,V5.mp4,9087,9079,9090,12,uppercut,train
data/processed/clips/uppercut_V5_009216_v001292,2,V5.mp4,9216,9208,9219,12,uppercut,train
data/processed/clips/uppercut_V5_009353_v001293,2,V5.mp4,9353,9345,9356,12,uppercut,train
data/processed/clips/straight_V5_009512_v001294,0,V5.mp4,9512,9504,9515,12,straight,train
data/processed/clips/uppercut_V5_009519_v001295,2,V5.mp4,9519,9511,9522,12,uppercut,train
data/processed/clips/uppercut_V5_009724_v001296,2,V5.mp4,9724,9716,9727,12,uppercut,train
data/processed/clips/hook_V5_009857_v001297,1,V5.mp4,9857,9849,9860,12,hook,train
data/processed/clips/hook_V5_009987_v001298,1,V5.mp4,9987,9979,9990,12,hook,train
data/processed/clips/hook_V5_010110_v001299,1,V5.mp4,10110,10102,10113,12,hook,train
data/processed/clips/hook_V5_010235_v001300,1,V5.mp4,10235,10227,10238,12,hook,train
data/processed/clips/straight_V5_010366_v001301,0,V5.mp4,10366,10358,10369,12,straight,train
data/processed/clips/uppercut_V5_010385_v001302,2,V5.mp4,10385,10377,10388,12,uppercut,train
data/processed/clips/uppercut_V5_010636_v001303,2,V5.mp4,10636,10628,10639,12,uppercut,train
data/processed/clips/straight_V5_010721_v001304,0,V5.mp4,10721,10713,10724,12,straight,train
data/processed/clips/uppercut_V5_010729_v001305,2,V5.mp4,10729,10721,10732,12,uppercut,train
data/processed/clips/uppercut_V5_010799_v001306,2,V5.mp4,10799,10791,10802,12,uppercut,train
data/processed/clips/hook_V5_010832_v001307,1,V5.mp4,10832,10824,10835,12,hook,train
data/processed/clips/uppercut_V5_010895_v001308,2,V5.mp4,10895,10887,10898,12,uppercut,train
data/processed/clips/hook_V5_010921_v001309,1,V5.mp4,10921,10913,10924,12,hook,train
data/processed/clips/uppercut_V5_010982_v001310,2,V5.mp4,10982,10974,10985,12,uppercut,train
data/processed/clips/uppercut_V5_011072_v001311,2,V5.mp4,11072,11064,11075,12,uppercut,train
data/processed/clips/uppercut_V5_011157_v001312,2,V5.mp4,11157,11149,11160,12,uppercut,train
data/processed/clips/uppercut_V5_011212_v001313,2,V5.mp4,11212,11204,11215,12,uppercut,train
data/processed/clips/hook_V5_011219_v001314,1,V5.mp4,11219,11211,11222,12,hook,train
data/processed/clips/uppercut_V5_011272_v001315,2,V5.mp4,11272,11264,11275,12,uppercut,train
data/processed/clips/hook_V5_011279_v001316,1,V5.mp4,11279,11271,11282,12,hook,train
data/processed/clips/hook_V5_011295_v001317,1,V5.mp4,11295,11287,11298,12,hook,train
data/processed/clips/straight_V5_011325_v001318,0,V5.mp4,11325,11317,11328,12,straight,train
data/processed/clips/uppercut_V5_011333_v001319,2,V5.mp4,11333,11325,11336,12,uppercut,train
data/processed/clips/uppercut_V5_011392_v001320,2,V5.mp4,11392,11384,11395,12,uppercut,train
data/processed/clips/hook_V5_011399_v001321,1,V5.mp4,11399,11391,11402,12,hook,train
data/processed/clips/hook_V5_011417_v001322,1,V5.mp4,11417,11409,11420,12,hook,train
data/processed/clips/uppercut_V5_011457_v001323,2,V5.mp4,11457,11449,11460,12,uppercut,train
data/processed/clips/hook_V5_011464_v001324,1,V5.mp4,11464,11456,11467,12,hook,train
data/processed/clips/straight_V5_011618_v001325,0,V5.mp4,11618,11610,11621,12,straight,train
data/processed/clips/straight_V5_011670_v001326,0,V5.mp4,11670,11662,11673,12,straight,train
data/processed/clips/straight_V5_011774_v001327,0,V5.mp4,11774,11766,11777,12,straight,train
data/processed/clips/uppercut_V5_011823_v001328,2,V5.mp4,11823,11815,11826,12,uppercut,train
data/processed/clips/hook_V5_011834_v001329,1,V5.mp4,11834,11826,11837,12,hook,train
data/processed/clips/uppercut_V5_011895_v001330,2,V5.mp4,11895,11887,11898,12,uppercut,train
data/processed/clips/hook_V5_011906_v001331,1,V5.mp4,11906,11898,11909,12,hook,train
data/processed/clips/uppercut_V5_012011_v001332,2,V5.mp4,12011,12003,12014,12,uppercut,train
data/processed/clips/uppercut_V5_012055_v001333,2,V5.mp4,12055,12047,12058,12,uppercut,train
data/processed/clips/hook_V5_012064_v001334,1,V5.mp4,12064,12056,12067,12,hook,train
data/processed/clips/uppercut_V5_012100_v001335,2,V5.mp4,12100,12092,12103,12,uppercut,train
data/processed/clips/hook_V5_012108_v001336,1,V5.mp4,12108,12100,12111,12,hook,train
data/processed/clips/uppercut_V5_012141_v001337,2,V5.mp4,12141,12133,12144,12,uppercut,train
data/processed/clips/uppercut_V5_012180_v001338,2,V5.mp4,12180,12172,12183,12,uppercut,train
data/processed/clips/hook_V5_012189_v001339,1,V5.mp4,12189,12181,12192,12,hook,train
data/processed/clips/hook_V5_012257_v001340,1,V5.mp4,12257,12249,12260,12,hook,train
data/processed/clips/uppercut_V5_012267_v001341,2,V5.mp4,12267,12259,12270,12,uppercut,train
data/processed/clips/hook_V5_012276_v001342,1,V5.mp4,12276,12268,12279,12,hook,train
data/processed/clips/hook_V5_012311_v001343,1,V5.mp4,12311,12303,12314,12,hook,train
data/processed/clips/uppercut_V5_012382_v001344,2,V5.mp4,12382,12374,12385,12,uppercut,train
data/processed/clips/hook_V5_012388_v001345,1,V5.mp4,12388,12380,12391,12,hook,train
data/processed/clips/hook_V5_012460_v001346,1,V5.mp4,12460,12452,12463,12,hook,train
data/processed/clips/uppercut_V5_012467_v001347,2,V5.mp4,12467,12459,12470,12,uppercut,train
data/processed/clips/hook_V5_012564_v001348,1,V5.mp4,12564,12556,12567,12,hook,train
data/processed/clips/uppercut_V5_012571_v001349,2,V5.mp4,12571,12563,12574,12,uppercut,train
data/processed/clips/hook_V5_012604_v001350,1,V5.mp4,12604,12596,12607,12,hook,train
data/processed/clips/uppercut_V5_012680_v001351,2,V5.mp4,12680,12672,12683,12,uppercut,train
data/processed/clips/straight_V5_012727_v001352,0,V5.mp4,12727,12719,12730,12,straight,train
data/processed/clips/uppercut_V5_012748_v001353,2,V5.mp4,12748,12740,12751,12,uppercut,train
data/processed/clips/hook_V5_012792_v001354,1,V5.mp4,12792,12784,12795,12,hook,train
data/processed/clips/uppercut_V5_012803_v001355,2,V5.mp4,12803,12795,12806,12,uppercut,train
data/processed/clips/hook_V5_012834_v001356,1,V5.mp4,12834,12826,12837,12,hook,train
data/processed/clips/uppercut_V5_012846_v001357,2,V5.mp4,12846,12838,12849,12,uppercut,train
data/processed/clips/uppercut_V5_012882_v001358,2,V5.mp4,12882,12874,12885,12,uppercut,train
data/processed/clips/uppercut_V5_012918_v001359,2,V5.mp4,12918,12910,12921,12,uppercut,train
data/processed/clips/uppercut_V5_012951_v001360,2,V5.mp4,12951,12943,12954,12,uppercut,train
data/processed/clips/straight_V5_013641_v001361,0,V5.mp4,13641,13633,13644,12,straight,train
data/processed/clips/straight_V5_013684_v001362,0,V5.mp4,13684,13676,13687,12,straight,train
data/processed/clips/uppercut_V5_013696_v001363,2,V5.mp4,13696,13688,13699,12,uppercut,train
data/processed/clips/uppercut_V5_013741_v001364,2,V5.mp4,13741,13733,13744,12,uppercut,train
data/processed/clips/uppercut_V5_013802_v001365,2,V5.mp4,13802,13794,13805,12,uppercut,train
data/processed/clips/uppercut_V5_013894_v001366,2,V5.mp4,13894,13886,13897,12,uppercut,train
data/processed/clips/straight_V5_013997_v001367,0,V5.mp4,13997,13989,14000,12,straight,train
data/processed/clips/uppercut_V5_014022_v001368,2,V5.mp4,14022,14014,14025,12,uppercut,train
data/processed/clips/straight_V5_014284_v001369,0,V5.mp4,14284,14276,14287,12,straight,train
data/processed/clips/straight_V5_014426_v001370,0,V5.mp4,14426,14418,14429,12,straight,train
data/processed/clips/straight_V5_014540_v001371,0,V5.mp4,14540,14532,14543,12,straight,train
data/processed/clips/none_V6_000088_v001372,3,V6.mp4,88,80,91,12,none,val
data/processed/clips/none_V6_000090_v001373,3,V6.mp4,90,82,93,12,none,val
data/processed/clips/none_V6_000092_v001374,3,V6.mp4,92,84,95,12,none,val
data/processed/clips/none_V6_000094_v001375,3,V6.mp4,94,86,97,12,none,val
data/processed/clips/none_V6_000100_v001376,3,V6.mp4,100,92,103,12,none,val
data/processed/clips/none_V6_000101_v001377,3,V6.mp4,101,93,104,12,none,val
data/processed/clips/none_V6_000102_v001378,3,V6.mp4,102,94,105,12,none,val
data/processed/clips/none_V6_000107_v001379,3,V6.mp4,107,99,110,12,none,val
data/processed/clips/none_V6_000109_v001380,3,V6.mp4,109,101,112,12,none,val
data/processed/clips/none_V6_000110_v001381,3,V6.mp4,110,102,113,12,none,val
data/processed/clips/none_V6_000115_v001382,3,V6.mp4,115,107,118,12,none,val
data/processed/clips/none_V6_000118_v001383,3,V6.mp4,118,110,121,12,none,val
data/processed/clips/none_V6_000124_v001384,3,V6.mp4,124,116,127,12,none,val
data/processed/clips/none_V6_000127_v001385,3,V6.mp4,127,119,130,12,none,val
data/processed/clips/none_V6_000130_v001386,3,V6.mp4,130,122,133,12,none,val
data/processed/clips/none_V6_000131_v001387,3,V6.mp4,131,123,134,12,none,val
data/processed/clips/none_V6_000141_v001388,3,V6.mp4,141,133,144,12,none,val
data/processed/clips/none_V6_000142_v001389,3,V6.mp4,142,134,145,12,none,val
data/processed/clips/none_V6_000143_v001390,3,V6.mp4,143,135,146,12,none,val
data/processed/clips/none_V6_000146_v001391,3,V6.mp4,146,138,149,12,none,val
data/processed/clips/none_V6_000149_v001392,3,V6.mp4,149,141,152,12,none,val
data/processed/clips/none_V6_000152_v001393,3,V6.mp4,152,144,155,12,none,val
data/processed/clips/uppercut_V6_000167_v001394,2,V6.mp4,167,159,170,12,uppercut,val
data/processed/clips/straight_V6_000174_v001395,0,V6.mp4,174,166,177,12,straight,val
data/processed/clips/none_V6_000240_v001396,3,V6.mp4,240,232,243,12,none,val
data/processed/clips/none_V6_000241_v001397,3,V6.mp4,241,233,244,12,none,val
data/processed/clips/none_V6_000243_v001398,3,V6.mp4,243,235,246,12,none,val
data/processed/clips/none_V6_000244_v001399,3,V6.mp4,244,236,247,12,none,val
data/processed/clips/none_V6_000245_v001400,3,V6.mp4,245,237,248,12,none,val
data/processed/clips/none_V6_000281_v001401,3,V6.mp4,281,273,284,12,none,val
data/processed/clips/none_V6_000285_v001402,3,V6.mp4,285,277,288,12,none,val
data/processed/clips/none_V6_000287_v001403,3,V6.mp4,287,279,290,12,none,val
data/processed/clips/uppercut_V6_000315_v001404,2,V6.mp4,315,307,318,12,uppercut,val
data/processed/clips/uppercut_V6_000353_v001405,2,V6.mp4,353,345,356,12,uppercut,val
data/processed/clips/straight_V6_000474_v001406,0,V6.mp4,474,466,477,12,straight,val
data/processed/clips/uppercut_V6_000503_v001407,2,V6.mp4,503,495,506,12,uppercut,val
data/processed/clips/straight_V6_000536_v001408,0,V6.mp4,536,528,539,12,straight,val
data/processed/clips/uppercut_V6_000547_v001409,2,V6.mp4,547,539,550,12,uppercut,val
data/processed/clips/uppercut_V6_000571_v001410,2,V6.mp4,571,563,574,12,uppercut,val
data/processed/clips/none_V6_000689_v001411,3,V6.mp4,689,681,692,12,none,val
data/processed/clips/none_V6_000692_v001412,3,V6.mp4,692,684,695,12,none,val
data/processed/clips/none_V6_000693_v001413,3,V6.mp4,693,685,696,12,none,val
data/processed/clips/none_V6_000701_v001414,3,V6.mp4,701,693,704,12,none,val
data/processed/clips/none_V6_000708_v001415,3,V6.mp4,708,700,711,12,none,val
data/processed/clips/none_V6_000709_v001416,3,V6.mp4,709,701,712,12,none,val
data/processed/clips/none_V6_000713_v001417,3,V6.mp4,713,705,716,12,none,val
data/processed/clips/none_V6_000714_v001418,3,V6.mp4,714,706,717,12,none,val
data/processed/clips/none_V6_000719_v001419,3,V6.mp4,719,711,722,12,none,val
data/processed/clips/none_V6_000726_v001420,3,V6.mp4,726,718,729,12,none,val
data/processed/clips/none_V6_000736_v001421,3,V6.mp4,736,728,739,12,none,val
data/processed/clips/none_V6_000738_v001422,3,V6.mp4,738,730,741,12,none,val
data/processed/clips/none_V6_000739_v001423,3,V6.mp4,739,731,742,12,none,val
data/processed/clips/none_V6_000744_v001424,3,V6.mp4,744,736,747,12,none,val
data/processed/clips/none_V6_000745_v001425,3,V6.mp4,745,737,748,12,none,val
data/processed/clips/none_V6_000753_v001426,3,V6.mp4,753,745,756,12,none,val
data/processed/clips/none_V6_000755_v001427,3,V6.mp4,755,747,758,12,none,val
data/processed/clips/none_V6_000756_v001428,3,V6.mp4,756,748,759,12,none,val
data/processed/clips/none_V6_000761_v001429,3,V6.mp4,761,753,764,12,none,val
data/processed/clips/none_V6_000764_v001430,3,V6.mp4,764,756,767,12,none,val
data/processed/clips/none_V6_000768_v001431,3,V6.mp4,768,760,771,12,none,val
data/processed/clips/none_V6_000773_v001432,3,V6.mp4,773,765,776,12,none,val
data/processed/clips/none_V6_000776_v001433,3,V6.mp4,776,768,779,12,none,val
data/processed/clips/none_V6_000777_v001434,3,V6.mp4,777,769,780,12,none,val
data/processed/clips/none_V6_000778_v001435,3,V6.mp4,778,770,781,12,none,val
data/processed/clips/none_V6_000788_v001436,3,V6.mp4,788,780,791,12,none,val
data/processed/clips/none_V6_000789_v001437,3,V6.mp4,789,781,792,12,none,val
data/processed/clips/none_V6_000790_v001438,3,V6.mp4,790,782,793,12,none,val
data/processed/clips/none_V6_000801_v001439,3,V6.mp4,801,793,804,12,none,val
data/processed/clips/none_V6_000803_v001440,3,V6.mp4,803,795,806,12,none,val
data/processed/clips/none_V6_000804_v001441,3,V6.mp4,804,796,807,12,none,val
data/processed/clips/none_V6_000812_v001442,3,V6.mp4,812,804,815,12,none,val
data/processed/clips/none_V6_000816_v001443,3,V6.mp4,816,808,819,12,none,val
data/processed/clips/none_V6_000817_v001444,3,V6.mp4,817,809,820,12,none,val
data/processed/clips/none_V6_000820_v001445,3,V6.mp4,820,812,823,12,none,val
data/processed/clips/none_V6_000820_v001446,3,V6.mp4,820,812,823,12,none,val
data/processed/clips/none_V6_000826_v001447,3,V6.mp4,826,818,829,12,none,val
data/processed/clips/none_V6_000832_v001448,3,V6.mp4,832,824,835,12,none,val
data/processed/clips/none_V6_000833_v001449,3,V6.mp4,833,825,836,12,none,val
data/processed/clips/none_V6_000837_v001450,3,V6.mp4,837,829,840,12,none,val
data/processed/clips/none_V6_000838_v001451,3,V6.mp4,838,830,841,12,none,val
data/processed/clips/none_V6_000839_v001452,3,V6.mp4,839,831,842,12,none,val
data/processed/clips/none_V6_000849_v001453,3,V6.mp4,849,841,852,12,none,val
