sample_id,video_id,source_video_path,ann_row_index,start_frame,end_frame,duration_frames,class_raw,class_clean,class_id,split,skeleton_path,skeleton_index,skeleton_row_aligned,has_video,has_skeleton,quality_flag,notes
V2_00150,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,149,13172.0,13179.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,149,True,True,True,ok,
V2_00151,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,150,13180.0,13187.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,150,True,True,True,ok,
V2_00152,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,151,13188.0,13194.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,151,True,True,True,ok,
V2_00153,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,152,13195.0,13201.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,152,True,True,True,ok,
V2_00154,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,153,13202.0,13208.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,153,True,True,True,ok,
V2_00155,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,154,13210.0,13218.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,154,True,True,True,ok,
V2_00156,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,155,13219.0,13226.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,155,True,True,True,ok,
V2_00157,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,156,13227.0,13234.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,156,True,True,True,ok,
V2_00158,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,157,13235.0,13241.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,157,True,True,True,ok,
V2_00159,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,158,13242.0,13249.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,158,True,True,True,ok,
V2_00160,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,159,13250.0,13258.0,9.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,159,True,True,True,ok,
V2_00161,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,160,13259.0,13267.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,160,True,True,True,ok,
V2_00162,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,161,13268.0,13275.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,161,True,True,True,ok,
V2_00163,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,162,13276.0,13283.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,162,True,True,True,ok,
V2_00164,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,163,13284.0,13289.0,6.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,163,True,True,True,ok,
V2_00165,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,164,13290.0,13298.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,164,True,True,True,ok,
V2_00166,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,165,13299.0,13306.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,165,True,True,True,ok,
V2_00167,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,166,13307.0,13314.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,166,True,True,True,ok,
V2_00168,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,167,13315.0,13321.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,167,True,True,True,ok,
V2_00169,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,168,13322.0,13330.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,168,True,True,True,ok,
V2_00170,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,169,13331.0,13337.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,169,True,True,True,ok,
V2_00171,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,170,13338.0,13344.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,170,True,True,True,ok,
V2_00172,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,171,13345.0,13352.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,171,True,True,True,ok,
V2_00173,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,172,13353.0,13360.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,172,True,True,True,ok,
V2_00174,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,173,13706.0,13713.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,173,True,True,True,ok,
V2_00175,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,174,13714.0,13719.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,174,True,True,True,ok,
V2_00176,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,175,13720.0,13727.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,175,True,True,True,ok,
V2_00177,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,176,13728.0,13733.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,176,True,True,True,ok,
V2_00178,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,177,13734.0,13741.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,177,True,True,True,ok,
V2_00179,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,178,13742.0,13747.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,178,True,True,True,ok,
V2_00180,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,179,13748.0,13755.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,179,True,True,True,ok,
V2_00181,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,180,13756.0,13762.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,180,True,True,True,ok,
V2_00182,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,181,13763.0,13768.0,6.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,181,True,True,True,ok,
V2_00183,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,182,13769.0,13774.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,182,True,True,True,ok,
V2_00184,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,183,13775.0,13781.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,183,True,True,True,ok,
V2_00185,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,184,13782.0,13788.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,184,True,True,True,ok,
V2_00186,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,185,13789.0,13795.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,185,True,True,True,ok,
V2_00187,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,186,13796.0,13802.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,186,True,True,True,ok,
V2_00188,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,187,13803.0,13809.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,187,True,True,True,ok,
V2_00189,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,188,13810.0,13817.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,188,True,True,True,ok,
V2_00190,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,189,13818.0,13823.0,6.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,189,True,True,True,ok,
V2_00191,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,190,13824.0,13830.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,190,True,True,True,ok,
V2_00192,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,191,13831.0,13838.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,191,True,True,True,ok,
V2_00193,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,192,13839.0,13844.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,192,True,True,True,ok,
V2_00194,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,193,13845.0,13852.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,193,True,True,True,ok,
V2_00195,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,194,13853.0,13861.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,194,True,True,True,ok,
V2_00196,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,195,13862.0,13868.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,195,True,True,True,ok,
V2_00197,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,196,13869.0,13876.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,196,True,True,True,ok,
V2_00198,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,197,13877.0,13883.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,197,True,True,True,ok,
V2_00199,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,198,13884.0,13892.0,9.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,198,True,True,True,ok,
V2_00200,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,199,13893.0,13899.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,199,True,True,True,ok,
V2_00201,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,200,13900.0,13906.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,200,True,True,True,ok,
V2_00202,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,201,13907.0,13914.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,201,True,True,True,ok,
V2_00203,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,202,13915.0,13921.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,202,True,True,True,ok,
V2_00204,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,203,13922.0,13929.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,203,True,True,True,ok,
V2_00205,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,204,13930.0,13935.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,204,True,True,True,ok,
V2_00206,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,205,13936.0,13943.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,205,True,True,True,ok,
V2_00207,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,206,13944.0,13950.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,206,True,True,True,ok,
V2_00208,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,207,13951.0,13957.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,207,True,True,True,ok,
V2_00209,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,208,13958.0,13963.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,208,True,True,True,ok,
V2_00210,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,209,13964.0,13970.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,209,True,True,True,ok,
V2_00211,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,210,13971.0,13978.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,210,True,True,True,ok,
V2_00212,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,211,13979.0,13985.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,211,True,True,True,ok,
V2_00213,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,212,13986.0,13993.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,212,True,True,True,ok,
V2_00214,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,213,13994.0,13999.0,6.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,213,True,True,True,ok,
V2_00215,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,214,14000.0,14007.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,214,True,True,True,ok,
V2_00216,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,215,14008.0,14013.0,6.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,215,True,True,True,ok,
V2_00217,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,216,14014.0,14020.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,216,True,True,True,ok,
V2_00218,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,217,14021.0,14027.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,217,True,True,True,ok,
V2_00219,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,218,14028.0,14033.0,6.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,218,True,True,True,ok,
V2_00220,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,219,14034.0,14040.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,219,True,True,True,ok,
V2_00221,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,220,14041.0,14047.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,220,True,True,True,ok,
V2_00222,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,221,14048.0,14054.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,221,True,True,True,ok,
V2_00223,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,222,14055.0,14061.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,222,True,True,True,ok,
V2_00224,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,223,14509.0,14516.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,223,True,True,True,ok,
V2_00225,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,224,14517.0,14524.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,224,True,True,True,ok,
V2_00226,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,225,14525.0,14531.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,225,True,True,True,ok,
V2_00227,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,226,14532.0,14539.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,226,True,True,True,ok,
V2_00228,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,227,14540.0,14547.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,227,True,True,True,ok,
V2_00229,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,228,14548.0,14554.0,7.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,228,True,True,True,ok,
V2_00230,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,229,14555.0,14561.0,7.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,229,True,True,True,ok,
V2_00231,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,230,14562.0,14569.0,8.0,Rear Uppercut,Rear Uppercut,5,pending,data/raw/Skeleton_data/V2.npy,230,True,True,True,ok,
V2_00232,V2,/Users/krishna/dev/fightflow/data/downloaded-videos/V2.mp4,231,14570.0,14577.0,8.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V2.npy,231,True,True,True,ok,
V3_00001,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,0,4444.0,4457.0,14.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,0,True,True,True,ok,
V3_00002,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,1,4458.0,4469.0,12.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,1,True,True,True,ok,
V3_00003,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,2,4483.0,4494.0,12.0,Lead Uppercut,Lead Uppercut,3,pending,data/raw/Skeleton_data/V3.npy,2,True,True,True,ok,
V3_00004,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,3,4939.0,4947.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,3,True,True,True,ok,
V3_00005,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,4,4948.0,4955.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,4,True,True,True,ok,
V3_00006,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,5,4956.0,4963.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,5,True,True,True,ok,
V3_00007,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,6,4964.0,4970.0,7.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,6,True,True,True,ok,
V3_00008,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,7,4971.0,4978.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,7,True,True,True,ok,
V3_00009,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,8,4979.0,4987.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,8,True,True,True,ok,
V3_00010,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,9,4988.0,4995.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,9,True,True,True,ok,
V3_00011,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,10,4996.0,5003.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,10,True,True,True,ok,
V3_00012,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,11,5004.0,5012.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,11,True,True,True,ok,
V3_00013,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,12,5013.0,5019.0,7.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,12,True,True,True,ok,
V3_00014,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,13,5020.0,5028.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,13,True,True,True,ok,
V3_00015,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,14,5029.0,5036.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,14,True,True,True,ok,
V3_00016,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,15,5037.0,5045.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,15,True,True,True,ok,
V3_00017,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,16,5046.0,5053.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,16,True,True,True,ok,
V3_00018,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,17,5054.0,5061.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,17,True,True,True,ok,
V3_00019,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,18,5062.0,5069.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,18,True,True,True,ok,
V3_00020,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,19,5070.0,5076.0,7.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,19,True,True,True,ok,
V3_00021,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,20,5077.0,5084.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,20,True,True,True,ok,
V3_00022,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,21,5085.0,5092.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,21,True,True,True,ok,
V3_00023,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,22,5093.0,5099.0,7.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,22,True,True,True,ok,
V3_00024,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,23,5100.0,5107.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,23,True,True,True,ok,
V3_00025,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,24,5108.0,5115.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,24,True,True,True,ok,
V3_00026,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,25,5116.0,5123.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,25,True,True,True,ok,
V3_00027,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,26,5124.0,5131.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,26,True,True,True,ok,
V3_00028,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,27,5132.0,5139.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,27,True,True,True,ok,
V3_00029,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,28,5140.0,5147.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,28,True,True,True,ok,
V3_00030,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,29,5148.0,5155.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,29,True,True,True,ok,
V3_00031,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,30,5156.0,5163.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,30,True,True,True,ok,
V3_00032,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,31,5164.0,5172.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,31,True,True,True,ok,
V3_00033,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,32,5173.0,5180.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,32,True,True,True,ok,
V3_00034,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,33,5181.0,5188.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,33,True,True,True,ok,
V3_00035,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,34,5189.0,5197.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,34,True,True,True,ok,
V3_00036,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,35,5198.0,5205.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,35,True,True,True,ok,
V3_00037,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,36,5206.0,5215.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,36,True,True,True,ok,
V3_00038,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,37,5216.0,5223.0,8.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,37,True,True,True,ok,
V3_00039,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,38,5224.0,5232.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,38,True,True,True,ok,
V3_00040,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,39,5233.0,5241.0,9.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,39,True,True,True,ok,
V3_00041,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,40,5242.0,5249.0,8.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,40,True,True,True,ok,
V3_00042,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,41,5250.0,5259.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,41,True,True,True,ok,
V3_00043,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,42,5260.0,5269.0,10.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,42,True,True,True,ok,
V3_00044,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,43,5270.0,5279.0,10.0,Jab,Jab,1,pending,data/raw/Skeleton_data/V3.npy,43,True,True,True,ok,
V3_00045,V3,/Users/krishna/dev/fightflow/data/downloaded-videos/V3.mp4,44,5280.0,5288.0,9.0,Cross,Cross,0,pending,data/raw/Skeleton_data/V3.npy,44,True,True,True,ok,
